state,date,positive,negative,total,recovered,death,totalTestResults,Location,Governor.Political.Affiliation,State.Senate.Majority.Political.Affiliation,State.House.Majority.Political.Affiliation,State.Attorney.General.Political.Affiliation,State.Insurance.Commissioner.Political.Affiliation,StateClosureStartDate,closed,Region,POPESTIMATE2019,ClosureDateCat
WV,2020-03-31,162,3981,4143,NA,1,4143,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,1792147,Middle
WY,2020-03-31,109,1999,2108,26,0,2108,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,West,578759,Late
AK,2020-03-30,114,3540,3654,NA,3,3654,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,TRUE,West,731545,Early
AL,2020-03-30,859,5694,6553,NA,6,6553,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,South,4903185,Late
AR,2020-03-30,473,5262,5735,29,7,5735,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,South,3017804,Middle
AZ,2020-03-30,1157,15602,16759,NA,20,16759,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,7278717,Early
CA,2020-03-30,6447,20549,91396,NA,133,26996,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,TRUE,West,39512223,Late
CO,2020-03-30,2627,12737,15364,NA,51,15364,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,West,5758736,Late
CT,2020-03-30,2571,12029,14600,NA,36,14600,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,3565287,Middle
DE,2020-03-30,264,2216,2480,9,6,2480,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,TRUE,South,973764,Early
FL,2020-03-30,5473,48225,53698,NA,63,53698,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,21477737,Early
GA,2020-03-30,2809,9915,12724,NA,87,12724,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,TRUE,South,10617423,Middle
HI,2020-03-30,175,7825,8000,NA,NA,8000,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,TRUE,West,1415872,Late
IA,2020-03-30,424,6162,6586,23,6,6586,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,3155070,Early
ID,2020-03-30,310,4396,4706,NA,6,4706,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,West,1787065,Late
IL,2020-03-30,5057,25389,30446,NA,73,30446,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,North Central,12671821,Middle
IN,2020-03-30,1786,9872,11658,NA,35,11658,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,North Central,6732219,Late
KS,2020-03-30,368,4554,4922,NA,8,4922,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,TRUE,North Central,2913314,Middle
KY,2020-03-30,439,5579,6018,NA,9,6018,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,4467673,Early
LA,2020-03-30,4025,30008,34033,NA,185,34033,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,South,4648794,Early
MA,2020-03-30,5653,37166,42819,NA,124,42819,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,6892503,Middle
MD,2020-03-30,1413,13316,14729,NA,15,14729,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,6045680,Early
ME,2020-03-30,275,3394,3669,41,3,3669,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,FALSE,Northeast,1344212,Late
MI,2020-03-30,10901,21183,32084,NA,184,32084,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,9986857,Early
MN,2020-03-30,576,18246,18822,NA,10,18822,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,TRUE,North Central,5639632,Middle
MO,2020-03-30,1031,13204,14235,NA,13,14235,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,TRUE,North Central,6137428,Late
MS,2020-03-30,847,2989,3836,NA,16,3836,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,TRUE,South,2976149,Late
MT,2020-03-30,171,4143,4314,NA,4,4314,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,West,1068778,Early
NC,2020-03-30,1307,19557,20864,NA,6,20864,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,TRUE,South,10488084,Early
ND,2020-03-30,109,3728,3837,19,2,3837,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,TRUE,North Central,762062,Early
NE,2020-03-30,145,2584,2734,NA,2,2729,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,TRUE,North Central,1934408,Late
NH,2020-03-30,314,5386,5844,NA,3,5700,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,2020-03-16,TRUE,Northeast,1359711,Early
NJ,2020-03-30,16636,25224,41860,NA,198,41860,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-18,TRUE,Northeast,8882190,Middle
NM,2020-03-30,237,10942,11179,26,2,11179,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,2096829,Early
NV,2020-03-30,1008,10207,11215,NA,15,11215,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,3080156,Early
NY,2020-03-30,66497,119971,186468,4204,1218,186468,New York,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,19453561,Middle
OH,2020-03-30,1933,25342,27275,NA,39,27275,Ohio,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,North Central,11689100,Middle
OK,2020-03-30,481,1207,1688,NA,17,1688,Oklahoma,Republican,Republican,Republican,Republican,Republican,2020-03-17,TRUE,South,3956971,Middle
OR,2020-03-30,606,12277,12883,NA,16,12883,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,4217737,Early
PA,2020-03-30,4087,33777,37864,NA,49,37864,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,Northeast,12801989,Early
RI,2020-03-30,402,3187,3589,NA,4,3589,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,Northeast,1059361,Late
SC,2020-03-30,925,4160,5085,NA,18,5085,South Carolina,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,5148714,Middle
SD,2020-03-30,101,3478,3579,34,1,3579,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,North Central,884659,Middle
TN,2020-03-30,1834,21470,23304,NA,13,23304,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,South,6829174,Late
TX,2020-03-30,2877,33003,35880,38,34,35880,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,South,28995881,Late
UT,2020-03-30,806,15197,16003,NA,4,16003,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,3205958,Middle
VA,2020-03-30,1020,11018,12038,NA,25,12038,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,8535519,Middle
VT,2020-03-30,256,3674,3930,NA,12,3930,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,623989,Late
WA,2020-03-30,5589,74258,79847,NA,248,79847,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,TRUE,West,7614893,Middle
WI,2020-03-30,1221,15856,17077,NA,14,17077,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,TRUE,North Central,5822434,Late
WV,2020-03-30,126,2984,3110,NA,1,3110,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,1792147,Middle
WY,2020-03-30,94,1840,1934,24,0,1934,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,West,578759,Late
AK,2020-03-29,102,3232,3334,NA,2,3334,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,TRUE,West,731545,Early
AL,2020-03-29,806,4184,4990,NA,4,4990,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,South,4903185,Late
AR,2020-03-29,426,3027,3453,28,6,3453,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,South,3017804,Middle
AZ,2020-03-29,919,12953,13872,NA,17,13872,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,7278717,Early
CA,2020-03-29,5708,20549,90657,NA,123,26257,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,TRUE,West,39512223,Late
CO,2020-03-29,2061,11215,13276,NA,44,13276,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,West,5758736,Late
CT,2020-03-29,1993,9907,11900,NA,34,11900,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,3565287,Middle
DE,2020-03-29,232,36,268,9,6,268,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,TRUE,South,973764,Early
FL,2020-03-29,4246,39070,43316,NA,56,43316,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,21477737,Early
GA,2020-03-29,2651,9913,12564,NA,80,12564,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,TRUE,South,10617423,Middle
HI,2020-03-29,151,6849,7000,NA,NA,7000,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,TRUE,West,1415872,Late
IA,2020-03-29,336,5013,5349,17,4,5349,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,3155070,Early
ID,2020-03-29,261,4021,4282,NA,5,4282,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,West,1787065,Late
IL,2020-03-29,4596,23166,27762,NA,65,27762,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,North Central,12671821,Middle
IN,2020-03-29,1514,8316,9830,NA,32,9830,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,North Central,6732219,Late
KS,2020-03-29,319,4194,4513,NA,6,4513,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,TRUE,North Central,2913314,Middle
KY,2020-03-29,394,5147,5541,NA,9,5541,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,4467673,Early
LA,2020-03-29,3540,24331,27871,NA,151,27871,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,South,4648794,Early
MA,2020-03-29,4856,34234,39090,NA,99,39090,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,6892503,Middle
MD,2020-03-29,1239,12354,13593,NA,10,13593,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,6045680,Early
ME,2020-03-29,253,3394,3647,41,3,3647,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,FALSE,Northeast,1344212,Late
MI,2020-03-29,10010,15676,25686,NA,132,25686,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,9986857,Early
MN,2020-03-29,503,17154,17657,252,9,17657,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,TRUE,North Central,5639632,Middle
MO,2020-03-29,838,11547,12385,NA,10,12385,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,TRUE,North Central,6137428,Late
MS,2020-03-29,758,2560,3318,NA,14,3318,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,TRUE,South,2976149,Late
MT,2020-03-29,154,4143,4297,NA,1,4297,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,West,1068778,Early
NC,2020-03-29,1040,17905,18945,NA,4,18945,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,TRUE,South,10488084,Early
ND,2020-03-29,98,3355,3453,18,1,3453,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,TRUE,North Central,762062,Early
NE,2020-03-29,108,1968,2080,NA,2,2076,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,TRUE,North Central,1934408,Late
NH,2020-03-29,214,4524,5023,NA,2,4738,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,2020-03-16,TRUE,Northeast,1359711,Early
NJ,2020-03-29,13386,22216,35602,NA,161,35602,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-18,TRUE,Northeast,8882190,Middle
NM,2020-03-29,237,10769,11006,2,2,11006,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,2096829,Early
NV,2020-03-29,738,8412,9150,NA,14,9150,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,3080156,Early
NY,2020-03-29,59513,112847,172360,3572,965,172360,New York,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,19453561,Middle
OH,2020-03-29,1653,19012,20665,NA,29,20665,Ohio,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,North Central,11689100,Middle
OK,2020-03-29,429,1205,1634,NA,16,1634,Oklahoma,Republican,Republican,Republican,Republican,Republican,2020-03-17,TRUE,South,3956971,Middle
OR,2020-03-29,548,10878,11426,NA,13,11426,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,4217737,Early
PA,2020-03-29,3394,30061,33455,NA,38,33455,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,Northeast,12801989,Early
RI,2020-03-29,294,2840,3134,NA,3,3134,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,Northeast,1059361,Late
SC,2020-03-29,774,3015,3789,NA,16,3789,South Carolina,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,5148714,Middle
SD,2020-03-29,90,3127,3218,29,1,3217,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,North Central,884659,Middle
TN,2020-03-29,1537,19037,20574,NA,7,20574,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,South,6829174,Late
TX,2020-03-29,2552,23208,25760,NA,34,25760,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,South,28995881,Late
UT,2020-03-29,719,13274,13993,NA,2,13993,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,3205958,Middle
VA,2020-03-29,890,9719,10609,NA,22,10609,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,8535519,Middle
VT,2020-03-29,235,3466,3701,NA,12,3701,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,623989,Late
WA,2020-03-29,5121,69788,74909,NA,237,74909,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,TRUE,West,7614893,Middle
WI,2020-03-29,1112,16550,17662,NA,13,17662,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,TRUE,North Central,5822434,Late
WV,2020-03-29,113,2705,2818,NA,0,2818,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,1792147,Middle
WY,2020-03-29,86,1554,1640,20,0,1640,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,West,578759,Late
AK,2020-03-28,85,2836,2921,NA,2,2921,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,TRUE,West,731545,Early
AL,2020-03-28,696,4184,4880,NA,3,4880,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,South,4903185,Late
AR,2020-03-28,404,2938,3342,24,5,3342,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,South,3017804,Middle
AZ,2020-03-28,873,7455,8349,NA,15,8328,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,7278717,Early
CA,2020-03-28,4643,20549,89592,NA,101,25192,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,TRUE,West,39512223,Late
CO,2020-03-28,1734,9942,11676,NA,31,11676,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,West,5758736,Late
CT,2020-03-28,1291,7109,8400,NA,27,8400,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,3565287,Middle
DE,2020-03-28,214,36,250,9,3,250,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,TRUE,South,973764,Early
FL,2020-03-28,3763,35366,39129,NA,54,39129,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,21477737,Early
GA,2020-03-28,2366,8685,11051,NA,69,11051,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,TRUE,South,10617423,Middle
HI,2020-03-28,120,4357,4477,NA,NA,4477,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,TRUE,West,1415872,Late
IA,2020-03-28,298,4375,4673,15,3,4673,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,3155070,Early
ID,2020-03-28,230,3342,3572,NA,4,3572,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,West,1787065,Late
IL,2020-03-28,3491,22000,25491,NA,47,25491,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,North Central,12671821,Middle
IN,2020-03-28,1232,7175,8407,NA,31,8407,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,North Central,6732219,Late
KS,2020-03-28,261,3671,3932,NA,5,3932,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,TRUE,North Central,2913314,Middle
KY,2020-03-28,302,4821,5123,NA,8,5123,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,4467673,Early
LA,2020-03-28,3315,21846,25161,NA,137,25161,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,South,4648794,Early
MA,2020-03-28,4158,30915,35073,NA,72,35073,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,6892503,Middle
MD,2020-03-28,992,11516,12508,NA,5,12508,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,6045680,Early
ME,2020-03-28,211,3394,3605,36,1,3605,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,FALSE,Northeast,1344212,Late
MI,2020-03-28,9287,14183,23470,NA,92,23470,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,9986857,Early
MN,2020-03-28,441,15688,16129,220,5,16129,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,TRUE,North Central,5639632,Middle
MO,2020-03-28,838,10082,10920,NA,10,10920,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,TRUE,North Central,6137428,Late
MS,2020-03-28,663,2560,3223,NA,13,3223,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,TRUE,South,2976149,Late
MT,2020-03-28,129,3256,3385,NA,1,3385,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,West,1068778,Early
NC,2020-03-28,935,16592,17527,NA,4,17527,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,TRUE,South,10488084,Early
ND,2020-03-28,83,2809,2892,16,1,2892,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,TRUE,North Central,762062,Early
NE,2020-03-28,96,1904,2000,NA,2,2000,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,TRUE,North Central,1934408,Late
NH,2020-03-28,187,3656,4139,NA,2,3843,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,2020-03-16,TRUE,Northeast,1359711,Early
NJ,2020-03-28,11124,19386,30510,NA,140,30510,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-18,TRUE,Northeast,8882190,Middle
NM,2020-03-28,191,9196,9387,NA,1,9387,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,2096829,Early
NV,2020-03-28,621,7901,8522,NA,10,8522,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,3080156,Early
NY,2020-03-28,52318,103616,155934,2726,728,155934,New York,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,19453561,Middle
OH,2020-03-28,1406,19012,20418,NA,25,20418,Ohio,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,North Central,11689100,Middle
OK,2020-03-28,377,1180,1557,NA,15,1557,Oklahoma,Republican,Republican,Republican,Republican,Republican,2020-03-17,TRUE,South,3956971,Middle
OR,2020-03-28,479,9693,10172,NA,13,10172,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,4217737,Early
PA,2020-03-28,2751,25254,28005,NA,34,28005,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,Northeast,12801989,Early
RI,2020-03-28,239,2541,2918,NA,NA,2780,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,Northeast,1059361,Late
SC,2020-03-28,539,2408,2947,NA,13,2947,South Carolina,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,5148714,Middle
SD,2020-03-28,68,2592,2660,26,1,2660,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,North Central,884659,Middle
TN,2020-03-28,1373,16965,18338,NA,6,18338,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,South,6829174,Late
TX,2020-03-28,2052,23208,25260,NA,27,25260,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,South,28995881,Late
UT,2020-03-28,602,10710,11312,NA,2,11312,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,3205958,Middle
VA,2020-03-28,739,8427,9166,NA,17,9166,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,8535519,Middle
VT,2020-03-28,211,2163,2374,NA,12,2374,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,623989,Late
WA,2020-03-28,4737,68202,72939,NA,220,72939,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,TRUE,West,7614893,Middle
WI,2020-03-28,989,15232,16221,NA,13,16221,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,TRUE,North Central,5822434,Late
WV,2020-03-28,96,2331,2433,NA,0,2427,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,1792147,Middle
WY,2020-03-28,82,1475,1557,18,0,1557,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,West,578759,Late
AK,2020-03-27,69,2319,2401,NA,1,2388,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,TRUE,West,731545,Early
AL,2020-03-27,587,4184,4771,NA,3,4771,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,South,4903185,Late
AR,2020-03-27,381,1545,1926,19,3,1926,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,South,3017804,Middle
AZ,2020-03-27,736,7455,8221,NA,13,8191,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,7278717,Early
CA,2020-03-27,3879,17380,78659,NA,78,21259,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,TRUE,West,39512223,Late
CO,2020-03-27,1430,8692,10122,NA,24,10122,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,West,5758736,Late
CT,2020-03-27,1291,7109,8400,NA,27,8400,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,3565287,Middle
DE,2020-03-27,163,36,199,9,2,199,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,TRUE,South,973764,Early
FL,2020-03-27,2765,28186,32468,NA,34,30951,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,21477737,Early
GA,2020-03-27,2001,7864,9865,NA,64,9865,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,TRUE,South,10617423,Middle
HI,2020-03-27,106,4357,4463,NA,NA,4463,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,TRUE,West,1415872,Late
IA,2020-03-27,235,3740,3975,18,3,3975,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,3155070,Early
ID,2020-03-27,189,2668,2857,NA,3,2857,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,West,1787065,Late
IL,2020-03-27,3026,18516,21542,NA,34,21542,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,North Central,12671821,Middle
IN,2020-03-27,981,5955,6936,NA,24,6936,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,North Central,6732219,Late
KS,2020-03-27,202,3229,3431,NA,4,3431,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,TRUE,North Central,2913314,Middle
KY,2020-03-27,248,3768,4016,NA,6,4016,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,4467673,Early
LA,2020-03-27,2746,18613,21359,NA,119,21359,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,South,4648794,Early
MA,2020-03-27,3151,26244,29395,NA,57,29395,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,6892503,Middle
MD,2020-03-27,774,94,868,25,5,868,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,6045680,Early
ME,2020-03-27,168,3394,3562,24,1,3562,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,FALSE,Northeast,1344212,Late
MI,2020-03-27,8659,12639,21298,NA,92,21298,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,9986857,Early
MN,2020-03-27,398,13605,14003,180,4,14003,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,TRUE,North Central,5639632,Middle
MO,2020-03-27,669,369,1038,NA,8,1038,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,TRUE,North Central,6137428,Late
MS,2020-03-27,579,2560,3139,NA,8,3139,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,TRUE,South,2976149,Late
MT,2020-03-27,108,2590,2698,NA,NA,2698,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,West,1068778,Early
NC,2020-03-27,763,14373,15136,NA,3,15136,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,TRUE,South,10488084,Early
ND,2020-03-27,65,2427,2492,15,0,2492,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,TRUE,North Central,762062,Early
NE,2020-03-27,85,1761,1846,NA,0,1846,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,TRUE,North Central,1934408,Late
