state,date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,StateClosureStartDate,ClosureDateCat,Location,Governor.Political.Affiliation,State.Senate.Majority.Political.Affiliation,State.House.Majority.Political.Affiliation,State.Attorney.General.Political.Affiliation,State.Insurance.Commissioner.Political.Affiliation,closed,Region,POPESTIMATE2019,date_diff,percent_positive,positive_percent_change,percent_positive_percent_change,total_tests_percent_cange,hospitalized_percent_change,death_percent_change
CT,2020-04-02,3824,14476,NA,827,NA,NA,NA,NA,NA,NA,bbaf84bc79e98252465e76199b3d66cb58316223,2020-04-02T20:00:00Z,112,NA,18300,18300,18300,09,27,0,1433,267,1700,2020-03-17,Middle,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,3565287,16,0.20896174863387978,0.07506325555243182,-0.024806006915940346,0.10240963855421686,NA,0.3176470588235294
DE,2020-04-02,393,4566,NA,56,NA,NA,NA,NA,NA,49,ed433f1aae9fc98fb0f7510f5bbd3f0bd9cdf5ab,2020-04-02T20:00:00Z,12,NA,4959,4959,4959,10,1,0,551,25,576,2020-03-16,Early,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,TRUE,South,973764,17,0.07924984875983061,0.06793478260869565,-0.056108456067934784,0.13141683778234087,NA,0.09090909090909091
FL,2020-04-02,8010,69286,1285,NA,1123,NA,NA,NA,NA,NA,174161bf2644248219c4f77323f7aa378fc8d409,2020-04-02T20:00:00Z,128,1123,78581,77296,77296,12,41,174,9757,1055,10812,2020-03-16,Early,Florida,Republican,Republican,Republican,Republican,Appointed,TRUE,South,21477737,17,0.10193303724818976,0.15168943206326385,-0.007504912637958243,0.16039811574299678,0.1833508956796628,0.47126436781609193
GA,2020-04-02,5348,17609,NA,NA,1056,NA,NA,NA,NA,NA,15b36e0f73598e9edefa4eb26b735231587f472d,2020-04-02T20:00:00Z,163,1056,22957,22957,22957,13,24,104,1921,710,2631,2020-03-18,Middle,Georgia,Republican,Republican,Republican,Republican,Appointed,TRUE,South,10617423,15,0.2329572679357059,0.15308322552824494,0.020933469031479048,0.12944012594706286,0.1092436974789916,0.17266187050359713
HI,2020-04-02,258,10206,NA,NA,15,NA,6,NA,NA,69,ac8dc9b5da36db2163bbfdd8ca59dd03cfec5f3d,2020-04-02T20:00:00Z,1,15,10464,10464,10464,15,0,2,1485,50,1535,2020-03-23,Late,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,TRUE,West,1415872,10,0.024655963302752295,0.2403846153846154,0.05842833474519228,0.17191174823608465,0.15384615384615385,0
IA,2020-04-02,614,8054,NA,74,120,NA,NA,NA,NA,46,1f5c0a22d84a29b633b8b5a1fd1154e5b7a69bd9,2020-04-02T20:00:00Z,11,120,8668,8668,8668,19,2,21,750,65,815,2020-03-16,Early,Iowa,Republican,Republican,Republican,Democrat,Appointed,TRUE,North Central,3155070,17,0.07083525611444393,0.11839708561020036,0.01324092052459006,0.10378199414236597,0.21212121212121213,0.2222222222222222
ID,2020-04-02,669,6613,NA,NA,49,NA,7,NA,NA,NA,378cb12d7518fb0b43fcd79e17608a1b0d3a2d1c,2020-04-02T20:00:00Z,9,49,7282,7282,7282,16,0,3,537,144,681,2020-03-23,Late,Idaho,Republican,Republican,Republican,Republican,Appointed,TRUE,West,1787065,10,0.09187036528426257,0.2742857142857143,0.15511672259999992,0.10316618694137251,0.06521739130434782,0
IL,2020-04-02,7695,35961,NA,NA,NA,NA,NA,NA,NA,NA,1a8b1e0bab7743ed9c982d78d0d7844622a6d6a3,2020-04-02T20:00:00Z,157,NA,43656,43656,43656,17,16,0,2557,715,3272,2020-03-17,Middle,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,North Central,12671821,16,0.17626443100604727,0.10243553008595989,0.01980842141891117,0.08102218700475436,NA,0.11347517730496454
IN,2020-04-02,3039,13246,NA,NA,NA,NA,NA,NA,NA,NA,7efa7f48655167cc1d748ae1740c9b97dd06a209,2020-04-02T20:00:00Z,78,NA,16285,16285,16285,18,13,0,1436,474,1910,2020-03-19,Late,Indiana,Republican,Republican,Republican,Republican,Appointed,TRUE,North Central,6732219,14,0.18661344795824378,0.1847953216374269,0.04583560038986341,0.1328695652173913,NA,0.2
KS,2020-04-02,552,6059,NA,NA,138,NA,NA,NA,NA,NA,e1d064496cc599d8997422f5393e363895fed048,2020-04-02T20:00:00Z,13,138,6611,6611,6611,20,3,24,648,70,718,2020-03-18,Middle,Kansas,Democrat,Republican,Republican,Republican,Republican,TRUE,North Central,2913314,15,0.0834972016336409,0.14522821576763487,0.020848571340249086,0.12183947055828949,0.21052631578947367,0.3
KY,2020-04-02,680,7220,NA,NA,NA,NA,NA,NA,NA,NA,9ab2e64fd49a2aba449f469559e03c171789906f,2020-04-02T20:00:00Z,20,NA,7900,7900,7900,21,3,0,255,89,344,2020-03-16,Early,Kentucky,Democrat,Republican,Republican,Republican,Appointed,TRUE,South,4467673,17,0.08607594936708861,0.1505922165820643,0.10049047486294414,0.04552673372154579,NA,0.17647058823529413
LA,2020-04-02,9150,41936,NA,1639,NA,NA,NA,507,NA,NA,74378a606d03569d38f8e7ee8f3eb876d17a661a,2020-04-02T20:00:00Z,310,NA,51086,51086,51086,22,37,0,2584,2726,5310,2020-03-16,Early,Louisiana,Democrat,Republican,Republican,Republican,Republican,TRUE,South,4648794,17,0.17910973652272638,0.424346201743462,0.2762962828318805,0.11599965047186299,NA,0.13553113553113552
MA,2020-04-02,8867,47767,NA,NA,813,NA,NA,NA,NA,NA,f3a6132bed37ee93dcf5112edd7177035fe8225f,2020-04-02T20:00:00Z,229,813,56634,56634,56634,25,42,131,3642,1228,4870,2020-03-17,Middle,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,6892503,16,0.15656672670127486,0.16075402539599423,0.0609399209880874,0.09408082837493238,0.19208211143695014,0.22459893048128343
MD,2020-04-02,2331,18890,NA,NA,582,NA,NA,NA,NA,81,ecc07bae25f936e57b3850a6ce3bcb5de2a72e94,2020-04-02T20:00:00Z,36,582,21221,21221,21221,24,5,60,1657,346,2003,2020-03-16,Early,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,TRUE,South,6045680,17,0.10984402243061119,0.1743073047858942,0.06346721148413095,0.10422520553647623,0.11494252873563218,0.16129032258064516
ME,2020-04-02,376,6088,NA,NA,68,NA,NA,NA,NA,94,06fbf4e13e1f498f67a0c8c3ed6230b5d2545f50,2020-04-02T20:00:00Z,7,68,6464,6464,6464,23,0,5,0,32,32,2020-04-02,Late,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,TRUE,Northeast,1344212,0,0.05816831683168317,0.09302325581395349,0.087612252744186,0.004975124378109453,0.07936507936507936,0
MI,2020-04-02,14117,30368,NA,NA,NA,NA,NA,NA,NA,NA,abebb0f8a0764dcc090aee82a1c844333dae4b87,2020-04-02T20:00:00Z,417,NA,44485,44485,44485,26,80,0,3131,1229,4360,2020-03-16,Early,Michigan,Democrat,Republican,Republican,Democrat,Appointed,TRUE,North Central,9986857,17,0.3173429245813195,0.09536002482929858,-0.011996829172485969,0.10866043613707164,NA,0.23738872403560832
MN,2020-04-02,742,21652,NA,75,138,38,38,NA,NA,NA,af6b7633af8e8dd204b0ba17fe37e8ade6cd0abb,2020-04-02T20:00:00Z,18,138,22394,22394,22394,27,1,16,1150,53,1203,2020-03-18,Middle,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,TRUE,North Central,5639632,15,0.03313387514512816,0.07692307692307693,0.019071037917271362,0.056769383228729174,0.13114754098360656,0.058823529411764705
MO,2020-04-02,1834,17849,NA,NA,NA,NA,NA,NA,NA,NA,db61b660ddb54194c33a182e92605bcbeccb7e37,2020-04-02T20:00:00Z,19,NA,19683,19683,19683,29,1,0,2003,253,2256,2020-03-19,Late,Missouri,Republican,Republican,Republican,Appointed,Appointed,TRUE,North Central,6137428,14,0.09317685312198344,0.16002530044275776,0.02706705707210629,0.1294542950593906,NA,0.05555555555555555
MS,2020-04-02,1177,4753,NA,NA,360,NA,NA,NA,NA,NA,3fcf47375c2d49eb03ea205131eac0e18c42a29d,2020-04-02T20:00:00Z,26,360,5930,5930,5930,28,4,28,1041,104,1145,2020-03-20,Late,Mississippi,Republican,Republican,Republican,Democrat,Republican,TRUE,South,2976149,13,0.1984822934232715,0.09692451071761417,-0.11487626094594593,0.2392894461859979,0.08433734939759036,0.18181818181818182
MT,2020-04-02,227,5093,NA,NA,20,NA,NA,NA,NA,NA,83ed127512ee7881e2dc28380478203d2775dbaa,2020-04-02T20:00:00Z,5,20,5320,5320,5320,30,0,3,383,19,402,2020-03-16,Early,Montana,Democrat,Republican,Republican,Republican,Republican,TRUE,West,1068778,17,0.04266917293233083,0.09134615384615384,0.008879773144230758,0.08174054493696625,0.17647058823529413,0
NC,2020-04-02,1857,26822,NA,184,NA,NA,NA,NA,NA,NA,02a3e91a943b52c408f70185009c0908f88ffe18,2020-04-02T20:00:00Z,16,NA,28679,28679,28679,37,6,0,2163,273,2436,2020-03-16,Early,North Carolina,Democrat,Republican,Republican,Democrat,Republican,TRUE,South,10488084,17,0.0647512116879947,0.17234848484848486,0.0727689750732324,0.09282475326753802,NA,0.6
ND,2020-04-02,159,4821,NA,NA,28,NA,NA,NA,NA,43,772ba7dafcd9354101e253cccb816ef1eebf1dc7,2020-04-02T20:00:00Z,3,28,4980,4980,4980,38,0,5,470,17,487,2020-03-16,Early,North Dakota,Republican,Republican,Republican,Republican,Republican,TRUE,North Central,762062,17,0.031927710843373494,0.11971830985915492,0.010219757204225357,0.10839083018028044,0.21739130434782608,0
NE,2020-04-02,246,3978,11,NA,NA,NA,NA,NA,NA,NA,1e5adc3c19a8d6dfeddcd695a6e27c0091ee0f4a,2020-04-02T20:00:00Z,5,NA,4235,4224,4224,31,1,0,503,36,539,2020-03-23,Late,Nebraska,Republican,N/A,N/A,Republican,Appointed,TRUE,North Central,1934408,10,0.05808736717827627,0.17142857142857143,0.021507839671428594,0.14676414838884375,NA,0.25
NH,2020-04-02,415,6078,126,NA,58,NA,NA,NA,NA,91,85834510c408ec08a6cc26b011efba15b9c91fa4,2020-04-02T20:00:00Z,4,58,6619,6493,6493,33,0,2,93,0,93,2020-03-16,Early,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,TRUE,Northeast,1359711,17,0.06269829279347333,0,-0.018431784045783106,0.01877789749114976,0.03571428571428571,0
NJ,2020-04-02,25590,33520,NA,2000,NA,NA,NA,NA,NA,NA,787104ddf97e6c1c54a17fc84bff2f6cf5801c39,2020-04-02T20:00:00Z,537,NA,59110,59110,59110,34,182,0,3133,3335,6468,2020-03-18,Middle,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,TRUE,Northeast,8882190,15,0.43292167145998983,0.14985396540103346,0.02403336799739385,0.12286767220090422,NA,0.5126760563380282
NM,2020-04-02,363,13648,NA,31,NA,NA,NA,NA,NA,26,63f4d9a139969285dde777b0114ad3dfa234ef53,2020-04-02T20:00:00Z,6,NA,14011,14011,14011,35,1,0,723,48,771,2020-03-16,Early,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,West,2096829,17,0.02590821497394904,0.1523809523809524,0.08896751301587297,0.05823262839879154,NA,0.2
NV,2020-04-02,1458,12588,NA,NA,NA,NA,NA,NA,NA,NA,ac281047995939a05d81fab70153c5a347c9a93f,2020-04-02T20:00:00Z,38,NA,14046,14046,14046,32,12,0,1069,179,1248,2020-03-16,Early,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,West,3080156,17,0.10380179410508329,0.13995308835027365,0.038667208453479304,0.09751523675574308,NA,0.46153846153846156
NY,2020-04-02,92381,146584,NA,13383,20817,3396,NA,NA,NA,7434,764d0566c27be04c416c502640d5fffbcb8cad26,2020-04-02T20:00:00Z,2373,20817,238965,238965,238965,36,432,2449,9416,8669,18085,2020-03-18,Middle,New York,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,19453561,15,0.3865879940577072,0.10355743501529052,0.02003961337347096,0.08187703730532415,0.1333297038327526,0.22256568778979907
OH,2020-04-02,2902,32016,NA,NA,802,NA,260,NA,NA,NA,9cb637113ec0c42f449d0e11e3fb945befdcb348,2020-04-02T20:00:00Z,81,802,34918,34918,34918,39,16,123,5024,355,5379,2020-03-17,Middle,Ohio,Republican,Republican,Republican,Republican,Appointed,TRUE,North Central,11689100,16,0.08310899822441148,0.13937966234786023,-0.036137930144483736,0.18209824300077862,0.18114874815905743,0.24615384615384617
OK,2020-04-02,879,1265,NA,182,257,144,NA,NA,NA,NA,5085d08567113dc9cd8b3fe10058c452e252bef7,2020-04-02T20:00:00Z,34,257,2144,2144,2144,40,4,38,17,160,177,2020-03-17,Middle,Oklahoma,Republican,Republican,Republican,Republican,Republican,TRUE,South,3956971,16,0.4099813432835821,0.22253129346314326,0.1216040357176635,0.08998474834773768,0.1735159817351598,0.13333333333333333
OR,2020-04-02,826,15259,NA,134,188,NA,NA,38,NA,NA,52a7aca8aaa9fe439cda2bd887a39b03c5c9dd41,2020-04-02T20:00:00Z,21,188,16085,16085,16085,41,3,34,2123,90,2213,2020-03-16,Early,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,West,4217737,17,0.0513521914827479,0.12228260869565218,-0.03212283484782618,0.15952998846597463,0.22077922077922077,0.16666666666666666
PA,2020-04-02,7016,47698,NA,NA,730,NA,NA,NA,NA,NA,0dc7935c18797a0f7616c41c364e159c12d62657,2020-04-02T20:00:00Z,90,730,54714,54714,54714,42,16,110,5271,1211,6482,2020-03-16,Early,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,TRUE,Northeast,12801989,17,0.1282304346236795,0.20861326442721792,0.06542813797071494,0.13439210482667108,0.1774193548387097,0.21621621621621623
RI,2020-04-02,657,4412,NA,72,NA,14,NA,6,NA,35,5534b1ed82ad8e56d32d7f50c21589687d7b1c1f,2020-04-02T20:00:00Z,12,NA,5069,5069,5069,44,2,0,581,91,672,2020-03-23,Late,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,1059361,10,0.12961136318800554,0.1607773851590106,0.00689251433038868,0.15283147600636798,NA,0.2
SC,2020-04-02,1554,5441,NA,NA,896,NA,NA,NA,NA,NA,0226337007d3996a9de9db3c450c9eae6f65f47d,2020-04-02T20:00:00Z,31,896,6995,6995,6995,45,5,547,408,261,669,2020-03-16,Middle,South Carolina,Republican,Republican,Republican,Republican,Appointed,TRUE,South,5148714,17,0.22215868477483916,0.20185614849187936,0.08691093682134574,0.10575403098324375,1.5673352435530086,0.19230769230769232
SD,2020-04-02,165,4217,0,NA,17,NA,NA,NA,NA,57,4503bb5ad5f51410838cf0a227b9d7ebeb19f745,2020-04-02T20:00:00Z,2,17,4382,4382,4382,46,0,5,314,36,350,2020-03-16,Middle,South Dakota,Republican,Republican,Republican,Republican,Appointed,TRUE,North Central,884659,17,0.03765403925148334,0.27906976744186046,0.17690763758139547,0.08680555555555555,0.4166666666666667,0
TN,2020-04-02,2845,31766,NA,NA,263,NA,NA,NA,NA,220,59629453e17df16d80dffa1ce35c5dcb1e94c5a2,2020-04-02T20:00:00Z,32,263,34611,34611,34611,47,8,63,1997,162,2159,2020-03-20,Late,Tennessee,Republican,Republican,Republican,Appointed,Appointed,TRUE,South,6829174,13,0.0821993008003236,0.06038017144986955,-0.005765294054416745,0.06652902748674966,0.315,0.3333333333333333
TX,2020-04-02,4669,46010,NA,196,NA,NA,NA,NA,NA,38,57c7248c663ba35f47dddb6ce04cf2c62d885de3,2020-04-02T20:00:00Z,70,NA,50679,50679,50679,48,12,0,2150,672,2822,2020-03-23,Late,Texas,Republican,Republican,Republican,Republican,Appointed,TRUE,South,28995881,10,0.09212888967817044,0.1681260945709282,0.10308038246935201,0.058967340201015524,NA,0.20689655172413793
UT,2020-04-02,1074,20155,NA,NA,100,NA,NA,NA,NA,NA,ae818e14f015da994e59de550caffbe290355ea3,2020-04-02T20:00:00Z,7,100,21229,21229,21229,49,0,9,0,62,62,2020-03-16,Middle,Utah,Republican,Republican,Republican,Republican,Appointed,TRUE,West,3205958,17,0.05059117245277686,0.06126482213438735,0.05816535348221341,0.0029290877309018754,0.0989010989010989,0
VA,2020-04-02,1706,15883,NA,246,305,NA,145,NA,108,NA,9796a8ec0aabb4d2cffe52ed46445fae43bd50c6,2020-04-02T20:00:00Z,41,305,17589,17589,17589,51,7,0,2023,222,2245,2020-03-16,Middle,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,South,8535519,17,0.09699243845585309,0.1495956873315364,0.0028652079999999325,0.14631126173096975,0,0.20588235294117646
VT,2020-04-02,338,4711,NA,29,45,NA,NA,NA,NA,15,7510d18997abe87e7201c6841efcdf23546e72e3,2020-04-02T20:00:00Z,17,45,5049,5049,5049,50,1,0,537,17,554,2020-03-18,Late,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,623989,15,0.06694394929689047,0.0529595015576324,-0.06257616587227408,0.12324805339265851,0,0.0625
WA,2020-04-02,6893,86889,NA,NA,NA,NA,NA,NA,NA,NA,98715d027b85da34f5759ed8b27f3e2ce4f92d25,2020-04-02T20:00:00Z,310,NA,93782,93782,93782,53,28,0,4332,353,4685,2020-03-17,Middle,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,TRUE,West,7614893,16,0.07350024524962147,0.05397553516819572,0.001322833144495563,0.0525831397241209,NA,0.09929078014184398
WI,2020-04-02,1730,20317,NA,NA,461,NA,NA,NA,NA,NA,834fc46c2905f903a94bd047bced3c8b65158dbe,2020-04-02T20:00:00Z,31,461,22047,22047,22047,55,7,63,1498,180,1678,2020-03-18,Late,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,TRUE,North Central,5822434,15,0.07846872590375108,0.11612903225806452,0.031180309609032328,0.08238008738769699,0.15829145728643215,0.2916666666666667
WV,2020-04-02,217,5276,NA,NA,1,NA,NA,NA,NA,NA,bf37a7e21c11c01b281839b088a20c114f1455eb,2020-04-02T20:00:00Z,2,1,5493,5493,5493,54,1,0,892,26,918,2020-03-16,Middle,West Virginia,Republican,Republican,Republican,Republican,Appointed,TRUE,South,1792147,17,0.03950482432186419,0.13612565445026178,-0.05374570785340314,0.20065573770491804,0,1
WY,2020-04-02,150,2439,NA,NA,19,NA,NA,NA,NA,31,eb0c78de23230d157b8ec36ace867b3cb3657118,2020-04-02T20:00:00Z,0,19,2589,2589,2589,56,0,1,221,20,241,2020-03-20,Late,Wyoming,Republican,Republican,Republican,Appointed,Appointed,TRUE,West,578759,13,0.05793742757821553,0.15384615384615385,0.04643908418461534,0.10264054514480409,0.05555555555555555,NaN
AK,2020-04-01,133,4470,NA,NA,9,NA,NA,NA,NA,NA,28dfb9b2615a8df04f8c622ad2fb590a6f7da833,2020-04-01T20:00:00Z,3,9,4603,4603,4603,02,0,2,876,14,890,2020-03-16,Early,Alaska,Republican,Republican,Republican,Appointed,Appointed,TRUE,West,731545,16,0.028894199435150987,0.11764705882352941,-0.0984524295210084,0.23969835712361973,0.2857142857142857,0
AL,2020-04-01,1077,6697,NA,NA,NA,NA,NA,NA,NA,NA,9bd398e733a5ca5042bde1fd8ce2831fc248b0b1,2020-04-01T20:00:00Z,26,NA,7774,7774,7774,01,13,0,399,96,495,2020-03-19,Late,Alabama,Republican,Republican,Republican,Republican,Appointed,TRUE,South,4903185,13,0.13853871880627733,0.09785932721712538,0.027954470541284335,0.06800384668223657,NA,1
AR,2020-04-01,584,7354,NA,56,90,NA,NA,25,32,42,eb0f33b592be1e182660fe530097a09b66431f2c,2020-04-01T20:00:00Z,10,90,7938,7938,7938,05,2,90,1395,61,1456,2020-03-17,Middle,Arkansas,Republican,Republican,Republican,Republican,Appointed,TRUE,South,3017804,15,0.07357016880826404,0.11663479923518165,-0.0881800469254302,0.22462203023758098,NA,0.25
AZ,2020-04-01,1413,19645,NA,NA,NA,NA,NA,NA,NA,NA,d12f3f1c80a1844af89ea00e1077f5095cd54767,2020-04-01T20:00:00Z,29,NA,21058,21058,21058,04,5,0,1563,124,1687,2020-03-16,Early,Arizona,Republican,Republican,Republican,Republican,Appointed,TRUE,West,7278717,16,0.06710038940070281,0.09619860356865788,0.008379856725368468,0.08708894739559135,NA,0.20833333333333334
CA,2020-04-01,8155,21772,57400,1855,NA,774,NA,NA,NA,NA,36cc579cf1bdcc8118bbf943a1f3239abe7ce41b,2020-04-01T20:00:00Z,171,NA,87327,29927,29927,06,18,0,0,673,673,2020-03-19,Late,California,Democrat,Democrat,Democrat,Democrat,Democrat,TRUE,West,39512223,13,0.09338463476358973,0.08994921144079124,0.08154933992114395,0.0077665197221132316,NA,0.11764705882352941
CO,2020-04-01,2966,13883,NA,574,509,NA,NA,NA,NA,NA,8bf82f524a8c38e9ae041e7b6f92ab5b5e55426c,2020-04-01T20:00:00Z,69,509,16849,16849,16849,08,18,95,1146,339,1485,2020-03-23,Late,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,West,5758736,9,0.17603418600510415,0.12904453749524172,0.02953530022992018,0.09665451705285082,0.22946859903381642,0.35294117647058826
CT,2020-04-01,3557,13043,NA,766,NA,NA,NA,NA,NA,NA,4a71572b502d2295cf11a95ae6bb803e6c0ac2eb,2020-04-01T20:00:00Z,85,NA,16600,16600,16600,09,16,0,14,429,443,2020-03-17,Middle,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,3565287,15,0.21427710843373493,0.13714833759590792,0.10680154538235298,0.02741845639660828,NA,0.2318840579710145
DE,2020-04-01,368,4015,NA,51,NA,NA,NA,NA,NA,49,ff8626da96327ed24e907f8daedaf58b38fceca9,2020-04-01T20:00:00Z,11,NA,4383,4383,4383,10,1,0,319,49,368,2020-03-16,Early,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,TRUE,South,973764,16,0.0839607574720511,0.1536050156739812,0.05674745879310332,0.09165628891656288,NA,0.1
FL,2020-04-01,6955,59529,1235,NA,949,NA,NA,NA,NA,NA,d9a24f33db59e2a7276a3019ee2e37f41f9bfb06,2020-04-01T20:00:00Z,87,949,67719,66484,66484,12,10,126,5244,617,5861,2020-03-16,Early,Florida,Republican,Republican,Republican,Republican,Appointed,TRUE,South,21477737,16,0.10270382019817186,0.09734932155254024,0.0012083027011675369,0.09602498947981744,0.15309842041312272,0.12987012987012986
GA,2020-04-01,4638,15688,NA,NA,952,NA,NA,NA,NA,NA,d6147a1075561f5d68ac98a7cb4dedb3e75bcd4c,2020-04-01T20:00:00Z,139,952,20326,20326,20326,13,28,119,3436,709,4145,2020-03-18,Middle,Georgia,Republican,Republican,Republican,Republican,Appointed,TRUE,South,10617423,14,0.22818065531831153,0.1804530414863833,-0.06027203396411295,0.256164637537853,0.14285714285714285,0.25225225225225223
HI,2020-04-01,208,8721,NA,NA,13,NA,6,NA,NA,58,46d6cbdc0fe52b7c89e99d61bc60c6ddb4a7ab6d,2020-04-01T20:00:00Z,1,13,8929,8929,8929,15,1,1,250,4,254,2020-03-23,Late,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,TRUE,West,1415872,9,0.023294881845671408,0.0196078431372549,-0.009396562009803933,0.029279538904899136,0.08333333333333333,NA
IA,2020-04-01,549,7304,NA,63,99,NA,NA,NA,NA,118,c2d7f358dcc4c936b1651f06d65c5bd7ef3ab8a2,2020-04-01T20:00:00Z,9,99,7853,7853,7853,19,2,5,416,52,468,2020-03-16,Early,Iowa,Republican,Republican,Republican,Democrat,Appointed,TRUE,North Central,3155070,16,0.06990958869221954,0.10462776659959759,0.0387974140140844,0.06337169939065673,0.05319148936170213,0.2857142857142857
ID,2020-04-01,525,6076,NA,NA,46,NA,7,NA,NA,NA,cc12e3fa599537f47fad0258e0009e6ef9fe0581,2020-04-01T20:00:00Z,9,46,6601,6601,6601,16,2,1,779,110,889,2020-03-23,Late,Idaho,Republican,Republican,Republican,Republican,Appointed,TRUE,West,1787065,9,0.07953340402969247,0.26506024096385544,0.09468627385060235,0.1556372549019608,0.022222222222222223,0.2857142857142857
IL,2020-04-01,6980,33404,NA,NA,NA,NA,NA,NA,NA,NA,026b984139faebf730612961db2541ecac874f45,2020-04-01T20:00:00Z,141,NA,40384,40384,40384,17,42,0,4173,986,5159,2020-03-17,Middle,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,North Central,12671821,15,0.1728407290015848,0.16449783116449784,0.015734848018852093,0.14645848119233498,NA,0.42424242424242425
IN,2020-04-01,2565,11810,NA,NA,NA,NA,NA,NA,NA,NA,fcc053001d98ddb6739b2610781931fbb476aac3,2020-04-01T20:00:00Z,65,NA,14375,14375,14375,18,16,0,596,406,1002,2020-03-19,Late,Indiana,Republican,Republican,Republican,Republican,Appointed,TRUE,North Central,6732219,13,0.17843478260869566,0.18805002315886984,0.10523777353358053,0.07492709190159276,NA,0.32653061224489793
KS,2020-04-01,482,5411,NA,NA,114,NA,NA,NA,NA,NA,d8abbc3a45478014e68bb1033ec072f19a68ec6a,2020-04-01T20:00:00Z,10,114,5893,5893,5893,20,1,35,415,54,469,2020-03-18,Middle,Kansas,Democrat,Republican,Republican,Republican,Republican,TRUE,North Central,2913314,14,0.08179195655862888,0.1261682242990654,0.036541062542056024,0.08646755162241888,0.4430379746835443,0.1111111111111111
